18092	-471	2308
18092	-473	2319
18092	-475	2293
18090	-474	2337
18066	-657	2367
18497	-1111	2642
17989	-603	2391
18122	-378	2525
18112	-451	2390
18076	-442	2333
18082	-444	2349
18087	-445	2465
17990	-549	2348
18076	-672	2359
18038	-592	2390
18083	-705	2356
18067	-646	2360
18071	-659	2355
20938	-2899	2056
18061	-818	2581
18006	-703	2638
18108	-995	2372
18053	-372	2344
18090	-326	2386
18108	-319	2443
18076	-272	2522
17988	-396	2311
18139	-1927	3168
18022	-628	2558
18063	-652	2359
18052	-836	2581
18200	-725	2544
18058	-810	2571
18026	-862	2580
18060	-833	2592
18539	-834	2488
18281	-839	2565
18103	-296	2451
18078	-324	2412
18076	-340	2385
18094	-281	2492
18048	-365	2342
18114	-287	2452
18113	-340	2350
18038	-378	2308
18102	-360	2328
18035	-335	2330
18040	-370	2313
18092	-454	2338
18087	-448	2330
18100	-473	2401
18082	-451	2336
18094	-468	2406
18086	-476	2442
18089	-453	2328
18086	-472	2376
18089	-470	2439
18058	-421	2385
18090	-451	2324
18100	-471	2408
18094	-453	2331
18105	-474	2434
18108	-470	2441
18092	-452	2313
18155	-381	2483
18089	-446	2328
18127	-442	2468
18097	-465	2407
18087	-442	2352
18089	-449	2339
18101	-428	2366
18089	-437	2359
18088	-448	2343
18094	-442	2350
18158	-361	2476
18089	-454	2409
18084	-449	2397
18094	-441	2355
18086	-451	2445
18097	-439	2362
18144	-355	2508
18289	-853	2559
18089	-293	2448
18047	-361	2341
18113	-346	2355
18090	-320	2404
18041	-369	2305
18168	-910	2592
18076	-249	2530
18039	-369	2296
18041	-345	2345
18053	-363	2320
18046	-347	2319
18044	-370	2339
18042	-364	2346
18054	-373	2368
18040	-364	2343
18031	-368	2319
18042	-369	2312
18057	-361	2335
18081	-353	2392
18041	-355	2311
18132	-292	2447
18053	-387	2302
18036	-370	2335
18059	-372	2345
18121	-334	2395
18052	-365	2334
18149	-285	2460
18106	-356	2349
18115	-345	2367
18079	-420	2342
18097	-411	2364
18078	-427	2320
18083	-418	2366
18092	-402	2357
18084	-448	2438
18076	-406	2366
18081	-412	2347
18069	-418	2344
18160	-333	2502
18070	-423	2329
18114	-482	2328
18149	-327	2487
18055	-424	2353
18054	-374	2314
18057	-380	2358
18207	-310	2372
18166	-305	2356
18208	-224	2375
18170	-325	2278
18136	-326	2290
18138	-327	2327
18139	-332	2334
18153	-311	2356
18401	-465	2241
18152	-316	2350
18152	-313	2353
18159	-322	2355
18130	-315	2323
18137	-323	2331
18147	-301	2339
18151	-305	2377
18147	-313	2339
18139	-304	2290
18232	-275	2399
18173	-311	2389
18056	-804	2587
22278	-2352	830
17703	-306	2399
18037	-325	2379
17699	-306	2383
16670	3740	3290
19757	-212	2994
14841	1196	3081
18200	-410	2321
18239	-297	2396
18185	-328	2335
18225	-378	2373
18200	-349	2366
18173	-362	2315
18192	-299	2358
18123	-314	2316
18190	-322	2360
18153	-372	2264
18259	-277	2311
18142	-445	2279
18192	-345	2354
18190	-357	2362
18147	-404	2362
18090	-435	2195
18216	-258	2310
18205	-347	2260
18117	-389	2354
18212	-329	2364
18175	-392	2264
18217	-314	2286
18175	-392	2262
18202	-348	2327
18186	-358	2332
18222	-342	2399
18138	-397	2388
18203	-356	2283
18203	-386	2356
18189	-373	2320
18177	-394	2264
18194	-365	2306
18186	-382	2329
18194	-370	2317
18201	-363	2328
18212	-354	2363
18205	-373	2355
18203	-363	2294
18200	-367	2301
18185	-398	2267
18202	-368	2301
18367	-328	2206
18213	-359	2266
18194	-364	2282
18201	-375	2306
18053	-2244	2745
18127	-452	2341
18119	-455	2328
18092	-464	2447
18084	-474	2429
18089	-460	2388
18081	-443	2313
18091	-457	2384
18088	-449	2360
18048	-891	2596
13053	903	3577
18300	-806	2550
18293	-822	2562
18293	-826	2569
18059	-787	2604
18045	-311	2378
18058	-268	2436
18055	-213	2441
18048	-300	2335
18058	-295	2383
18054	-310	2387
18058	-297	2368
18060	-306	2370
18086	-239	2419
18049	-301	2337
18053	-309	2366
18044	-307	2362
18032	-325	2316
18049	-306	2360
18057	-295	2383
16442	-6126	3747
18072	-287	2390
18048	-317	2341
18039	-323	2326
18052	-289	2369
18036	-269	2371
18285	-253	2501
18026	-307	2326
18041	-286	2364
18043	-326	2308
18092	-260	2406
18067	-286	2388
18058	-307	2377
18025	-295	2323
18254	-249	2537
18051	-327	2342
18060	-323	2362
18089	-271	2417
18034	-302	2335
18050	-339	2331
18035	-341	2296
18070	-317	2351
18088	-293	2390
18081	-296	2347
18088	-291	2374
18095	-240	2309
18093	-264	2305
18038	-350	2321
18011	-342	2424
18077	-304	2407
18045	-341	2307
18113	-244	2363
18115	-247	2363
18094	-285	2447
18071	-333	2379
18085	-301	2392
18080	-308	2376
18098	-291	2393
18110	-227	2326
18100	-307	2360
18078	-324	2340
18287	-278	2512
18070	-328	2336
18075	-301	2373
18059	-349	2316
18087	-329	2358
18189	-549	2434
18065	-347	2315
18071	-334	2356
18022	-586	2357
19775	-264	2708
18044	-396	2346
18124	-291	2484
18028	-371	2343
18054	-407	2357
18052	-416	2341
18087	-375	2298
15151	722	2889
15033	605	2918
16884	-329	2522
18132	-477	2314
18092	-462	2329
18161	-371	2507
18095	-461	2307
18208	-284	2487
18138	-417	2498
18094	-465	2314
18091	-459	2313
18205	-328	2486
18096	-454	2283
18077	-477	2310
18131	-431	2257
18096	-468	2321
18094	-459	2305
18099	-462	2292
18105	-459	2276
18100	-466	2311
18092	-465	2312
18100	-470	2324
18099	-470	2309
18174	-402	2465
18099	-464	2294
18105	-469	2302
18093	-466	2292
18162	-387	2494
18095	-469	2300
18098	-474	2290
18096	-469	2301
18112	-453	2372
18098	-471	2306
18098	-472	2306
18122	-513	2290
18099	-472	2304
18133	-519	2244
18089	-461	2314
20515	-2324	2090
18096	-407	2375
18082	-420	2375
18082	-424	2356
18125	-407	2345
18079	-417	2362
18085	-420	2359
18078	-419	2325
18194	-349	2264
18205	-399	2315
18175	-386	2236
18235	-308	2394
18209	-322	2371
18190	-374	2266
18177	-357	2334
18182	-402	2261
18249	-308	2310
18187	-370	2309
18179	-361	2301
18237	-311	2348
18219	-277	2257
18171	-411	2285
18217	-348	2269
18170	-395	2278
18187	-375	2327
18235	-312	2318
18188	-387	2259
18269	-307	2346
18176	-396	2271
18179	-388	2339
18148	-477	2373
18195	-375	2273
18189	-388	2262
18238	-327	2368
18195	-377	2343
18191	-385	2287
18165	-441	2312
18205	-357	2345
18208	-354	2347
18217	-347	2356
18189	-398	2259
18186	-400	2259
18196	-423	2246
18218	-355	2258
18194	-375	2305
18204	-369	2298
18189	-407	2368
18063	-403	2368
18044	-411	2356
18053	-412	2346
18056	-421	2347
18045	-409	2359
18057	-406	2329
18054	-394	2345
18018	-319	2298
18129	-293	2378
18139	-313	2321
18139	-303	2319
18105	-432	2361
18083	-448	2350
18070	-447	2382
18072	-444	2340
18073	-446	2335
18077	-463	2420
18078	-446	2325
18139	-377	2493
18115	-448	2365
18145	-321	2277
18086	-449	2332
18198	-273	2389
18128	-372	2247
18085	-448	2340
18230	-220	2355
18191	-268	2356
18127	-359	2253
18155	-278	2347
18086	-449	2335
18139	-383	2498
18183	-264	2342
18120	-353	2266
18184	-272	2403
18059	-451	2355
18173	-263	2380
18213	-261	2406
18155	-378	2479
18154	-387	2478
18088	-455	2325
18208	-301	2446
18088	-445	2311
18054	-467	2289
18175	-339	2482
18099	-457	2350
18127	-365	2326
18191	-335	2486
18090	-445	2278
18090	-456	2325
18152	-385	2501
18093	-456	2325
18094	-458	2324
18164	-374	2481
18151	-370	2500
18127	-384	2485
18161	-376	2505
18218	-296	2470
18173	-413	2471
18157	-369	2440
18096	-464	2316
18096	-463	2321
18097	-462	2310
18178	-294	2437
18161	-379	2506
18094	-486	2380
18150	-391	2501
18095	-454	2298
18160	-391	2490
18102	-485	2402
18140	-389	2478
18173	-372	2457
18098	-469	2328
18098	-465	2304
18092	-466	2324
18201	-415	2517
18193	-383	2510
18099	-470	2324
18148	-394	2481
18098	-469	2323
18098	-466	2296
18099	-511	2329
18095	-462	2291
18146	-426	2481
18253	-513	2200
18090	-479	2284
18137	-422	2475
18098	-472	2303
18099	-460	2291
18167	-381	2496
18187	-350	2478
18142	-421	2491
18114	-455	2370
18164	-373	2510
18125	-455	2269
18102	-471	2307
18092	-482	2265
18121	-360	2466
18172	-318	2461
18221	-362	2535
17861	-426	2443
17875	-398	2552
17873	-442	2347
17878	-443	2384
17956	-428	2308
17850	-463	2351
17894	-459	2338
17851	-483	2307
17884	-479	2295
17850	-444	2358
17941	-440	2311
17942	-438	2329
17910	-430	2338
17909	-436	2343
17916	-454	2322
17892	-463	2325
17923	-444	2396
17918	-454	2329
17920	-447	2322
17880	-510	2281
17907	-452	2354
17876	-453	2324
17920	-448	2388
17752	-514	2391
18021	-462	2338
17885	-458	2329
18020	-458	2290
17894	-441	2388
17900	-372	2472
17879	-371	2361
17884	-438	2417
18037	-427	2331
17898	-425	2383
18044	-418	2344
17924	-849	2624
18036	-848	2599
18102	-293	2436
18047	-362	2345
18030	-375	2293
18042	-349	2320
18071	-338	2340
18063	-364	2423
18012	-386	2303
18051	-366	2346
18045	-365	2306
18006	-385	2297
18144	-333	2311
18174	-364	2353
17658	-334	2378
18180	-361	2347
18187	-341	2331
18173	-359	2345
18181	-357	2339
18180	-359	2344
18227	-293	2323
18165	-318	2369
18147	-275	2418
18166	-245	2390
18165	-271	2363
18203	-364	2322
18198	-373	2314
18222	-376	2249
18204	-366	2301
18201	-369	2303
18202	-371	2302
18214	-361	2258
18215	-392	2408
18192	-384	2343
18022	-625	2565
19377	-882	2371
18148	-799	2571
17807	-1063	2562
18156	-828	2565
18045	-636	2392
18052	-368	2351
17995	-379	2387
18027	-375	2361
18039	-374	2360
18026	-398	2367
18067	-371	2302
18053	-332	2334
18078	-368	2303
18058	-381	2339
18057	-366	2341
18057	-373	2342
18036	-383	2349
18064	-374	2331
18052	-382	2340
18050	-390	2345
18114	-305	2475
18056	-371	2303
18059	-283	2542
18055	-359	2416
18098	-314	2497
18139	-329	2435
18136	-279	2464
18079	-395	2322
18132	-403	2473
18088	-448	2335
18090	-447	2316
18061	-365	2296
18051	-410	2341
17980	-403	2217
18088	-440	2298
18085	-441	2286
18072	-379	2279
18183	-367	2312
18182	-353	2325
18225	-268	2353
18221	-304	2291
18160	-379	2319
18212	-345	2376
18204	-352	2268
18172	-397	2278
18195	-359	2309
17995	-358	2571
18196	-360	2312
18209	-344	2266
18178	-366	2233
18205	-314	2301
18178	-452	2358
18206	-362	2312
18138	-505	2334
19782	-515	2626
18024	-402	2336
18050	-345	2349
18062	-350	2376
18095	-323	2307
18054	-362	2351
18042	-373	2293
18052	-355	2318
18045	-391	2398
18042	-390	2386
18072	-385	2343
18051	-360	2346
17688	-222	2376
18130	-317	2486
18142	-331	2451
18143	-295	2504
18061	-412	2372
18142	-308	2494
18052	-410	2355
18111	-308	2486
18056	-414	2285
18024	-357	2390
18164	-900	2591
18036	-328	2376
18168	-700	2660
18176	-505	2328
18094	-379	2318
18034	-376	2307
18117	-317	2395
17979	-281	2564
18048	-393	2296
18112	-308	2470
18086	-344	2408
18123	-332	2401
18095	-303	2493
18087	-347	2414
18043	-391	2344
18061	-389	2338
18056	-394	2326
18064	-394	2340
18058	-392	2340
18045	-388	2331
18070	-389	2344
18036	-285	2511
18075	-384	2352
18128	-284	2482
18048	-391	2277
18018	-405	2261
18077	-392	2355
18071	-399	2344
18074	-395	2328
18068	-393	2337
18062	-391	2359
18073	-396	2338
17929	-427	2470
18083	-412	2345
18079	-397	2327
18115	-445	2339
18061	-671	2622
18056	-357	2333
18035	-386	2337
18055	-374	2397
18060	-377	2349
18034	-366	2317
18181	-788	2575
18063	-354	2303
18052	-361	2330
18054	-362	2331
18051	-363	2331
18048	-361	2326
18041	-373	2305
18038	-370	2296
18092	-450	2326
18099	-440	2312
18103	-442	2356
18091	-457	2366
18102	-437	2354
18088	-444	2306
18091	-448	2300
18169	-371	2490
18061	-407	2360
18077	-368	2405
18043	-409	2328
18065	-401	2334
18056	-405	2345
18100	-433	2351
18099	-435	2356
18057	-408	2324
18131	-433	2473
18149	-311	2497
18155	-399	2487
18116	-458	2333
18100	-477	2418
18085	-439	2334
18085	-449	2327
18089	-445	2328
18091	-437	2292
18085	-438	2357
18117	-339	2283
18137	-313	2332
18149	-305	2338
18092	-315	2419
18187	-361	2357
18180	-380	2253
18232	-299	2359
18182	-346	2337
18178	-355	2332
18179	-375	2259
18174	-369	2314
18187	-366	2305
18222	-316	2231
18187	-379	2365
18186	-373	2337
18186	-376	2346
18189	-370	2332
18192	-370	2290
18184	-362	2339
18192	-371	2341
18213	-343	2341
18221	-334	2254
18283	-276	2226
18160	-436	2286
18192	-377	2341
18198	-377	2334
18198	-374	2339
18208	-366	2347
18197	-425	2411
20302	498	2878
18130	-636	2500
18306	-796	2536
17806	-2166	2822
17925	-2140	2917
18210	-521	2269
22307	-3934	2764
18051	-381	2374
18032	-393	2328
18040	-406	2368
18034	-385	2307
18038	-384	2344
18028	-371	2296
18037	-384	2341
18046	-386	2398
18042	-381	2336
18033	-372	2298
18033	-374	2294
17842	-367	2371
18048	-363	2290
18056	-363	2335
18056	-363	2332
18026	-369	2288
18039	-365	2328
18130	-308	2467
17909	-464	2343
17947	-460	2346
17850	-490	2352
17889	-463	2352
17875	-411	2352
17898	-461	2359
17849	-415	2461
17902	-462	2329
17887	-463	2338
17948	-421	2420
17882	-460	2337
17875	-435	2405
17882	-462	2335
17907	-464	2327
17892	-463	2334
17864	-480	2312
17885	-477	2334
17862	-471	2316
17853	-460	2354
17909	-469	2327
17910	-471	2337
17883	-354	2531
17915	-454	2336
17925	-486	2327
17884	-470	2339
17895	-464	2348
17903	-468	2333
18271	-404	2397
17889	-466	2343
17900	-458	2352
17909	-470	2345
17903	-472	2345
17902	-465	2348
17894	-473	2335
17908	-470	2344
17876	-476	2352
17840	-470	2351
17874	-474	2354
17894	-474	2344
17927	-348	2599
17896	-476	2336
17874	-454	2367
18077	-445	2313
18091	-455	2343
18089	-452	2329
18088	-452	2333
18133	-380	2461
18088	-456	2324
18088	-455	2320
18081	-456	2329
18164	-371	2512
18116	-369	2469
18093	-461	2324
18180	-340	2500
18164	-378	2507
18089	-459	2319
18161	-370	2512
18215	-290	2460
18163	-383	2487
18170	-375	2513
18242	-244	2396
18160	-368	2498
18126	-472	2449
18094	-462	2314
18098	-464	2316
18166	-408	2489
18136	-421	2501
18181	-378	2498
18142	-405	2501
18102	-470	2341
18091	-492	2353
18144	-397	2501
18099	-468	2310
18146	-392	2537
18102	-465	2303
18158	-406	2502
18091	-461	2337
18194	-345	2501
18131	-389	2486
18100	-460	2291
18148	-387	2449
18149	-394	2446
18088	-484	2289
18078	-318	2407
18011	-251	2439
18067	-396	2395
18518	-991	2575
18173	-846	2574
18158	-794	2591
18250	-818	2581
18130	-988	2562
18514	-949	2581
18146	-445	2398
18182	-362	2362
18186	-351	2307
18171	-384	2258
18158	-397	2297
18243	-290	2243
18266	-291	2379
18200	-339	2267
18170	-380	2249
18165	-395	2293
18175	-358	2338
18259	-323	2388
18246	-278	2339
18176	-391	2270
18168	-399	2292
18174	-403	2276
18202	-339	2251
18193	-369	2352
18208	-355	2279
18227	-343	2248
18189	-391	2255
18211	-348	2289
18197	-368	2317
18208	-358	2343
18155	-332	2521
18081	-444	2325
18086	-438	2315
18082	-432	2295
18080	-433	2292
18082	-441	2334
18088	-445	2331
18081	-434	2302
18087	-438	2298
18089	-439	2291
18084	-442	2330
18084	-439	2313
18091	-458	2390
18089	-451	2367
18090	-455	2368
18084	-456	2388
18092	-437	2267
18085	-457	2388
18083	-450	2327
18088	-448	2339
18092	-460	2371
18092	-452	2320
18093	-457	2368
18055	-363	2312
18038	-372	2301
18039	-377	2294
18027	-376	2302
18051	-361	2294
18046	-361	2304
18050	-374	2282
18041	-371	2312
18043	-361	2273
18049	-371	2300
18061	-402	2328
18051	-399	2371
18055	-412	2359
18150	-278	2506
18045	-398	2334
18045	-403	2351
18159	-282	2448
18140	-292	2504
17914	-399	2384
17046	288	2597
18278	-410	2338
16925	-7014	7546
18091	-340	2393
18101	-304	2480
18051	-379	2351
18042	-350	2341
18052	-378	2340
18061	-380	2325
18072	-369	2328
18078	-365	2359
18122	-410	2400
18025	-379	2299
18104	-446	2369
18020	-380	2355
18086	-468	2307
18163	-389	2448
18072	-278	2524
18138	-373	2487
18156	-387	2502
18104	-322	2433
18069	-353	2348
18082	-350	2416
18165	-371	2506
18109	-445	2409
18123	-388	2427
18151	-375	2448
18113	-435	2387
18157	-388	2484
18114	-311	2475
18170	-377	2507
18117	-310	2483
18128	-304	2484
18168	-382	2507
18037	-391	2263
18084	-462	2349
18086	-452	2326
18061	-491	2289
18119	-279	2497
18092	-456	2322
18106	-469	2319
18044	-398	2265
18093	-453	2312
18021	-404	2275
18168	-392	2509
18163	-288	2476
18094	-458	2320
18096	-467	2328
18078	-389	2314
18121	-322	2467
18163	-385	2484
18078	-403	2308
18123	-326	2467
18128	-324	2466
18071	-402	2318
18173	-380	2499
18156	-393	2488
18195	-333	2509
18243	-244	2390
18099	-456	2270
18097	-463	2310
18200	-342	2492
18103	-474	2334
18218	-305	2475
18177	-355	2514
18100	-462	2315
18153	-405	2499
18106	-489	2305
18172	-369	2501
18155	-385	2517
18196	-358	2504
18107	-458	2342
18108	-461	2320
18099	-450	2331
18103	-465	2302
18102	-468	2297
18112	-383	2478
18131	-386	2485
16857	-1463	2520
18125	-953	2538
18049	-262	2455
18047	-317	2338
18018	-337	2295
18049	-316	2349
18030	-329	2302
18057	-316	2358
18030	-340	2299
18040	-300	2321
18075	-269	2426
18054	-324	2347
18023	-334	2287
18030	-338	2296
18033	-313	2325
18032	-319	2320
18048	-302	2333
18037	-327	2289
18090	-277	2423
18029	-336	2289
18059	-328	2339
18056	-320	2349
18032	-356	2314
18056	-302	2339
18032	-336	2287
18050	-334	2297
18025	-344	2281
18051	-328	2342
18055	-327	2352
18095	-305	2345
18026	-343	2326
18045	-347	2297
18040	-346	2296
18026	-356	2289
18034	-350	2297
18071	-328	2299
18100	-278	2426
18045	-321	2306
18082	-272	2278
18030	-346	2283
18074	-329	2380
18080	-326	2361
18085	-306	2353
18050	-336	2292
18082	-313	2390
18045	-338	2283
18045	-350	2293
18069	-333	2340
18055	-342	2292
18051	-316	2334
18050	-349	2287
18216	-336	2336
18037	-419	2376
18068	-331	2296
18037	-359	2256
18071	-336	2360
18093	-308	2382
18056	-345	2302
18079	-331	2380
18043	-427	2384
18060	-341	2298
18038	-365	2325
18056	-352	2298
18075	-339	2346
18057	-364	2282
18041	-352	2299
18046	-352	2296
18072	-340	2341
18052	-359	2293
18050	-348	2312
18059	-355	2307
16708	-465	2480
18072	-361	2420
18158	-241	2363
18102	-324	2404
18187	-315	2299
18171	-229	2406
18151	-292	2382
18090	-894	2555
17899	-500	2328
17900	-460	2310
17870	-448	2311
17868	-468	2327
18050	-311	2440
18052	-374	2368
18086	-322	2398
18073	-371	2328
18027	-372	2311
18064	-377	2331
18013	-395	2295
18057	-381	2329
18023	-276	2556
18059	-380	2334
18048	-389	2305
18025	-380	2322
18056	-384	2330
18043	-384	2353
18033	-392	2299
17958	-388	2278
17886	-388	2304
17991	-258	2567
18034	-285	2283
18058	-390	2330
18054	-386	2338
18057	-387	2335
18062	-386	2333
18063	-386	2335
18071	-378	2296
18064	-388	2328
18073	-387	2318
18058	-397	2338
18062	-389	2319
18049	-413	2290
18032	-353	2348
18092	-326	2324
18070	-336	2347
18113	-265	2298
18053	-343	2349
18094	-328	2327
18097	-326	2326
18093	-256	2564
18106	-277	2549
18101	-386	2389
17800	-480	2499
18169	-359	2314
18123	-319	2298
18191	-357	2302
17864	-479	2482
18164	-365	2320
18201	-355	2285
18225	-171	2330
18177	-366	2310
17935	-536	2474
18196	-356	2325
18170	-368	2318
18171	-365	2317
18080	-491	2380
18069	-512	2420
18112	-371	2265
18156	-365	2384
18220	-358	2287
18182	-378	2342
18206	-379	2301
18137	-384	2391
18164	-376	2370
18203	-357	2323
18159	-503	2346
18034	-331	2374
18058	-365	2321
18053	-366	2304
18131	-334	2382
18045	-351	2326
18098	-365	2327
18032	-326	2250
18018	-378	2371
18030	-365	2312
18010	-344	2272
18086	-462	2283
18059	-314	2618
18140	-446	2404
18093	-457	2324
18107	-456	2313
18162	-444	2368
18096	-441	2229
18124	-419	2254
18312	-350	2367
18107	-398	2187
18187	-281	2334
18044	-325	2632
18074	-489	2302
18180	-267	2321
18099	-500	2290
18097	-468	2313
18081	-312	2302
18141	-306	2344
18100	-444	2365
18113	-280	2332
18103	-460	2293
18127	-278	2348
18129	-255	2403
18041	-313	2643
18171	-241	2300
18104	-469	2286
18078	-479	2272
18131	-459	2300
18124	-465	2279
18159	-435	2336
18795	39	2399
18093	-927	2587
18115	-904	2598
18163	-301	2331
18128	-321	2380
18118	-366	2373
18147	-252	2438
18110	-320	2349
18067	-334	2354
18054	-342	2348
18158	-323	2312
18092	-328	2323
18055	-341	2367
18100	-333	2319
18172	-299	2382
18217	-276	2326
18164	-298	2393
18025	-375	2327
18084	-317	2428
18093	-353	2344
18055	-267	2527
18015	-353	2318
18185	-361	2342
18221	-331	2249
18134	-372	2339
18002	-452	2296
18163	-371	2361
18209	-345	2303
18234	-281	2325
18361	-194	2262
18141	-367	2358
18202	-350	2298
18153	-369	2322
18189	-322	2324
18236	-305	2403
18213	-338	2309
18176	-326	2328
18207	-347	2280
18199	-355	2346
18263	-234	2419
18240	-262	2404
18227	-305	2309
18209	-356	2309
18165	-377	2327
18249	-286	2325
18209	-358	2290
18211	-354	2317
18219	-354	2294
18214	-359	2288
18187	-357	2339
18180	-368	2319
18253	-257	2368
18204	-281	2347
18066	-202	2279
18089	-215	2296
18251	-229	2352
18098	-134	2364
18063	-107	2330
18071	-641	2495
18249	-230	2366
18048	-433	2343
18094	-400	2313
17947	-454	2289
17834	-457	2304
18103	-367	2370
18048	-363	2281
18082	-334	2348
18023	-320	2364
18018	-322	2355
18040	-295	2368
18027	-308	2329
18012	-328	2361
18028	-326	2360
18187	-320	2353
18037	-319	2362
18020	-330	2354
18190	-304	2351
18025	-338	2371
18099	-156	2588
18108	-370	2373
18209	-295	2325
18035	-331	2361
18169	-322	2392
17880	-486	2403
18119	-346	2377
18042	-345	2367
18006	-329	2431
18121	-459	2371
18121	-455	2354
18206	-231	2347
18054	-344	2372
18049	-338	2360
18086	-321	2360
18068	-333	2400
17832	-358	2536
18145	-339	2442
18042	-338	2384
17929	-299	2641
18046	-389	2419
18066	-398	2370
18059	-395	2402
18078	-338	2347
18131	-363	2384
18070	-339	2353
18163	-351	2330
18062	-394	2440
18127	-391	2404
18029	-682	2623
18062	-795	2537
18079	-413	2357
18167	-368	2419
18173	-404	2341
17871	-462	2351
17861	-457	2354
17888	-464	2344
17883	-432	2352
17849	-401	2395
17944	-391	2394
18108	-350	2412
17903	-475	2338
17906	-454	2321
17902	-467	2310
17570	-2524	3035
18124	-267	2494
18013	-381	2389
18032	-373	2396
18045	-383	2363
18054	-377	2348
18039	-381	2349
18056	-379	2336
18057	-386	2352
18121	-303	2476
18127	-312	2484
18125	-300	2477
18123	-349	2372
18044	-384	2336
18055	-370	2396
18049	-390	2356
18053	-385	2353
18014	-388	2395
18046	-391	2365
18036	-390	2353
18044	-396	2355
18063	-382	2356
18060	-385	2342
18084	-392	2366
18004	-388	2409
18130	-295	2468
18064	-387	2351
18073	-389	2354
18066	-385	2355
18065	-376	2325
18074	-390	2353
18069	-397	2303
18036	-402	2278
18080	-376	2477
18023	-376	2239
18125	-313	2474
18085	-379	2307
18123	-317	2479
18050	-389	2275
18056	-400	2462
18075	-377	2382
18043	-388	2265
18052	-380	2269
18043	-395	2278
18067	-397	2347
18063	-412	2365
18042	-412	2282
17863	-410	2429
18066	-398	2350
18057	-400	2354
18039	-406	2349
18079	-395	2319
18065	-399	2342
18051	-416	2288
18072	-398	2338
17984	-415	2466
18067	-397	2333
18066	-400	2342
18070	-399	2347
18073	-397	2348
18111	-370	2453
18114	-360	2458
18086	-411	2351
18069	-453	2268
18087	-455	2324
18097	-458	2363
18098	-449	2341
18096	-438	2247
18099	-464	2384
18093	-454	2330
18099	-465	2392
18163	-389	2477
18098	-467	2379
